n_fire_pixels,mean_temp_fire,max_temp_fire,mean_power_fire,sum_power_fire,mean_area_fire,sum_area_fire,time_coverage_start,time_coverage_end,mean_confidence,max_confidence
426.0,611.8357,765.38135,977.1041,4885.5205,198320.9,991594.3,2025-01-02T04:50:20.678761984,2025-01-02T04:59:51.482766080,0.91,1.0
304.0,613.43945,690.0884,902.7557,4513.778,182344.36,911649.56,2025-01-02T05:00:20.680461056,2025-01-02T05:09:51.485201024,0.86,1.0
301.0,679.3079,738.3468,1529.4791,4588.4375,195388.05,586126.7,2025-01-02T05:10:20.680343040,2025-01-02T05:19:51.487076992,0.86,1.0
165.0,634.2604,691.8533,1009.3115,5046.5576,191767.69,958909.06,2025-01-02T05:20:20.680212992,2025-01-02T05:29:51.512822016,0.84,1.0
119.0,647.02155,691.9097,1031.1464,5155.732,182962.86,914820.5,2025-01-02T05:30:20.681872000,2025-01-02T05:39:51.492022016,0.88,1.0
90.0,628.9305,687.8811,957.065,4785.3247,220202.33,1.1009925e+06,2025-01-02T05:40:20.681723008,2025-01-02T05:49:51.482625024,0.89,1.0
180.0,625.2979,724.4119,1218.19,4872.76,242014.8,968080.7,2025-01-02T05:50:20.681570944,2025-01-02T05:59:51.490844032,0.9,1.0
279.0,599.4576,710.7117,686.3387,4804.3706,165992.55,995960.2,2025-01-02T06:00:20.910380928,2025-01-02T06:09:51.711001984,0.88,1.0
370.0,570.64996,678.9545,538.26605,4844.3945,143638.9,1.2926759e+06,2025-01-02T06:10:20.911954048,2025-01-02T06:19:51.710080000,0.89,1.0
339.0,626.48846,728.51025,793.32886,4759.9736,172773.55,863902.2,2025-01-02T06:20:20.911677056,2025-01-02T06:29:51.721153024,0.94,1.0
379.0,649.84375,748.0017,1217.3522,4869.4087,192502.17,770017.7,2025-01-02T06:30:20.913193984,2025-01-02T06:39:51.714588032,0.93,1.0
522.0,657.3582,776.19,821.2917,4927.75,104053.555,624287.1,2025-01-02T06:40:20.912906112,2025-01-02T06:49:51.715175040,0.91,1.0
807.0,549.20953,649.57214,403.12756,806.2551,113092.28,226186.44,2025-01-02T06:50:20.912647040,2025-01-02T06:59:51.715659008,0.92,1.0
1093.0,516.8514,634.83936,220.44557,661.3367,84768.3,254273.53,2025-01-02T07:00:20.914173056,2025-01-02T07:09:51.712226048,0.92,1.0
1285.0,598.79114,641.96906,218.36185,655.08545,73787.84,222137.08,2025-01-02T07:10:20.913923072,2025-01-02T07:19:51.715758976,0.93,1.0
1336.0,536.17395,557.5881,114.47455,228.9491,90241.445,180512.42,2025-01-02T07:20:20.913676032,2025-01-02T07:29:51.719353984,0.94,1.0
1489.0,462.7737,462.7737,145.2765,145.2765,276406.28,276397.66,2025-01-02T07:30:20.915228032,2025-01-02T07:39:51.714760960,0.96,1.0
1683.0,666.9486,736.45465,1014.8895,4059.5579,147247.11,589029.06,2025-01-02T07:40:20.915006976,2025-01-02T07:49:51.718345088,0.95,1.0
2005.0,669.0815,731.3866,935.8046,4679.0234,178196.06,712757.44,2025-01-02T07:50:20.914772096,2025-01-02T07:59:51.723312000,0.96,1.0
1945.0,665.81445,722.8516,958.8697,4794.3486,177563.64,710196.4,2025-01-02T08:00:20.916358016,2025-01-02T08:09:51.715803008,0.97,1.0
1645.0,620.83765,724.4114,528.4996,4227.997,142779.62,713891.5,2025-01-02T08:10:20.916176000,2025-01-02T08:19:51.719094016,0.97,1.0
1191.0,634.56134,736.74927,536.86053,4831.745,130867.68,785152.3,2025-01-02T08:20:20.916028928,2025-01-02T08:29:51.715512064,0.95,1.0
928.0,627.6694,665.4399,306.39334,1531.9668,87343.305,262079.0,2025-01-02T08:30:20.917721088,2025-01-02T08:39:51.721028992,0.95,1.0
701.0,864.04535,1278.7858,232.35188,697.05566,69802.99,212746.16,2025-01-02T08:40:20.917629056,2025-01-02T08:49:51.717960064,0.89,1.0
492.0,528.48444,561.8671,75.56264,302.25055,117183.96,234357.75,2025-01-02T08:50:20.919314944,2025-01-02T08:59:51.734302080,0.91,1.0
467.0,572.1737,572.1737,339.86987,339.86987,140376.4,140351.28,2025-01-02T09:00:20.919212032,2025-01-02T09:09:51.724588032,0.94,1.0
386.0,471.74527,481.8485,50.793125,152.37936,123628.36,247285.52,2025-01-02T09:10:20.919132928,2025-01-02T09:19:51.724140032,0.92,1.0
353.0,722.0536,1155.5464,87.148285,522.8898,71996.516,219271.03,2025-01-02T09:20:20.920876928,2025-01-02T09:29:51.721070080,0.88,1.0
316.0,599.8982,624.17896,72.0895,432.53702,70909.83,141790.12,2025-01-02T09:30:20.920835968,2025-01-02T09:39:51.726801024,0.84,1.0
496.0,656.7046,733.9164,94.15001,376.60004,60735.895,122520.44,2025-01-02T09:40:20.920812032,2025-01-02T09:49:51.725852032,0.87,1.0
398.0,664.8755,730.73065,194.04895,1358.3428,55935.312,225161.39,2025-01-02T09:50:20.922606976,2025-01-02T09:59:51.724843008,0.85,1.0
265.0,582.13763,723.5641,140.54219,1405.422,43379.99,216843.45,2025-01-02T10:00:20.922612992,2025-01-02T10:09:51.729955968,0.75,1.0
341.0,590.9351,699.3434,318.54822,2548.3857,104056.055,520279.94,2025-01-02T10:10:20.922631040,2025-01-02T10:19:51.725810944,0.82,1.0
722.0,620.6844,753.4768,488.13223,4881.3223,127664.52,765968.4,2025-01-02T10:20:20.924466048,2025-01-02T10:29:51.724177024,0.84,1.0
602.0,671.5363,735.61487,344.84134,2758.7307,115273.78,345865.5,2025-01-02T10:30:20.924509056,2025-01-02T10:39:51.732964096,0.86,1.0
273.0,597.31586,709.79126,446.8442,4468.4424,124762.33,873415.1,2025-01-02T10:40:20.924564992,2025-01-02T10:49:51.729421056,0.77,1.0
110.0,579.96716,744.24536,685.4862,4798.404,191619.06,1.1496908e+06,2025-01-02T10:50:20.926436992,2025-01-02T10:59:51.737884032,0.83,1.0
75.0,659.8649,760.35706,549.8807,4399.0454,170846.48,854267.4,2025-01-02T11:00:20.926519040,2025-01-02T11:09:51.735043968,0.77,1.0
527.0,651.43195,781.8274,802.54083,4815.2446,90734.59,544428.0,2025-01-02T11:10:20.926615040,2025-01-02T11:19:51.729282048,0.74,1.0
440.0,564.53174,793.86865,332.11377,4317.4785,75777.75,606286.44,2025-01-02T11:20:20.928526976,2025-01-02T11:29:51.730898048,0.73,1.0
46.0,648.1843,747.60986,609.30493,4265.135,67096.47,402552.22,2025-01-02T11:30:20.928647936,2025-01-02T11:39:51.732224000,0.77,1.0
52.0,667.326,1036.2433,263.39987,1580.3992,52389.66,211221.66,2025-01-02T11:40:20.930585984,2025-01-02T11:49:51.732658048,0.79,1.0
33.0,587.6834,697.2998,286.06363,1716.3817,88176.71,352670.56,2025-01-02T11:50:20.930734080,2025-01-02T11:59:51.731417984,0.79,1.0
1.0,nan,nan,20.694805,20.694805,nan,0.0,2000-01-01T11:43:21.000000000,2000-01-01T11:43:21.000000000,1.0,1.0
31.0,529.19995,689.93097,192.52592,962.6297,74757.42,299069.2,2025-01-02T12:10:22.472868992,2025-01-02T12:19:53.275485056,0.72,1.0
25.0,562.61487,658.1062,177.76465,888.82324,53997.32,216014.39,2025-01-02T12:20:22.473059072,2025-01-02T12:29:53.276731008,0.8,1.0
26.0,607.2025,723.5196,424.9994,3824.9946,110190.9,771407.1,2025-01-02T12:30:22.475069056,2025-01-02T12:39:53.275799040,0.71,1.0
22.0,596.69855,748.1455,537.50464,4300.037,118442.375,829094.25,2025-01-02T12:40:22.475288064,2025-01-02T12:49:53.275547008,0.65,1.0
13.0,533.02203,568.41595,66.29246,464.04724,67639.29,338193.62,2025-01-02T12:50:22.475518976,2025-01-02T12:59:53.279760000,0.72,1.0
16.0,502.02618,671.3184,212.21751,1061.0875,99758.31,498814.94,2025-01-02T13:00:20.477729024,2025-01-02T13:09:51.279481984,0.66,1.0
18.0,454.4689,501.7407,47.026123,376.20898,94630.914,662435.94,2025-01-02T13:10:20.477937024,2025-01-02T13:19:51.282578048,0.72,1.0
12.0,611.3482,893.4217,300.5959,3306.5547,62448.74,562074.44,2025-01-02T13:20:20.478142080,2025-01-02T13:29:51.281069056,0.56,1.0
24.0,551.42346,828.067,73.73399,811.0739,61886.03,622481.0,2025-01-02T13:30:20.480162944,2025-01-02T13:39:51.286646016,0.73,1.0
30.0,515.065,740.7481,69.44787,1111.1659,76634.22,1.0728415e+06,2025-01-02T13:40:20.480393984,2025-01-02T13:49:51.280547072,0.75,1.0
32.0,548.3224,702.33685,60.97283,914.59247,47048.89,662165.9,2025-01-02T13:50:20.482439936,2025-01-02T13:59:51.288071936,0.72,1.0
22.0,515.5953,910.14105,49.12049,589.4459,106751.58,962408.1,2025-01-02T14:00:20.482658048,2025-01-02T14:09:51.287068032,0.79,1.0
28.0,629.4239,983.8359,73.613884,1030.5944,39255.19,437503.94,2025-01-02T14:10:20.482875008,2025-01-02T14:19:51.286224000,0.71,1.0
39.0,548.01056,948.79694,58.724937,1291.9485,78382.33,1.2568298e+06,2025-01-02T14:20:20.484905984,2025-01-02T14:29:51.300968960,0.7,1.0
40.0,619.0881,1401.6338,63.29752,1012.7604,90834.06,1.1859231e+06,2025-01-02T14:30:20.485144960,2025-01-02T14:39:51.285225984,0.8,1.0
52.0,544.6999,839.2426,261.13425,5483.8193,97996.09,1.4730895e+06,2025-01-02T14:40:20.485362048,2025-01-02T14:49:51.287232000,0.75,1.0
56.0,570.56604,930.4648,311.31543,6537.624,92822.16,1.672725e+06,2025-01-02T14:50:20.487373056,2025-01-02T14:59:51.291763968,0.74,1.0
80.0,572.93774,1174.8223,198.20938,6739.119,82908.836,2.074862e+06,2025-01-02T15:00:20.487588096,2025-01-02T15:09:51.286200960,0.77,1.0
88.0,569.54065,1107.6664,166.35927,6155.293,101081.02,3.037796e+06,2025-01-02T15:10:20.487813888,2025-01-02T15:19:51.289193088,0.76,1.0
92.0,595.1182,1061.1461,181.92686,6003.5864,64211.324,1.739276e+06,2025-01-02T15:20:20.489827072,2025-01-02T15:29:51.297958016,0.84,1.0
84.0,528.0971,960.0414,194.98882,5264.6987,107317.78,2.1463682e+06,2025-01-02T15:30:20.490011008,2025-01-02T15:39:51.292173056,0.81,1.0
57.0,510.62595,629.8301,173.35616,6240.8213,109083.14,3.0543458e+06,2025-01-02T15:40:20.490196992,2025-01-02T15:49:51.291501952,0.73,1.0
70.0,537.4493,797.3912,157.24715,6132.638,95390.12,2.9618508e+06,2025-01-02T15:50:20.492190976,2025-01-02T15:59:51.293746048,0.73,1.0
92.0,557.23175,1017.0792,119.804054,7427.8516,65614.734,3.3553855e+06,2025-01-02T16:35:20.496631936,2025-01-02T16:40:00.768558080,0.92,1.0
51.0,579.5438,1243.4359,179.28835,6275.092,90908.57,2.4608522e+06,2025-01-02T16:00:20.492388992,2025-01-02T16:09:51.298253056,0.67,1.0
71.0,559.13947,836.58026,140.5367,6464.6885,81401.78,2.7717388e+06,2025-01-02T16:10:20.494395008,2025-01-02T16:19:51.294075008,0.72,1.0
61.0,634.3776,1389.9275,158.70468,6506.892,60249.086,1.9985369e+06,2025-01-02T16:20:20.494593920,2025-01-02T16:29:51.297769984,0.67,1.0
92.0,565.31824,1237.3057,129.21019,7752.611,68005.8,3.4767358e+06,2025-01-02T16:40:20.496708096,2025-01-02T16:49:51.304355072,0.68,1.0
122.0,560.88855,1647.0297,116.064995,7660.29,86898.03,4.8788475e+06,2025-01-02T16:50:20.496864000,2025-01-02T16:59:51.299828992,0.75,1.0
157.0,577.46576,1513.2949,104.57517,7633.988,60776.76,3.9038238e+06,2025-01-02T17:00:20.497022976,2025-01-02T17:09:51.298318080,0.76,1.0
138.0,546.974,1083.4961,120.16305,7209.783,80174.836,3.8564712e+06,2025-01-02T17:10:20.498988032,2025-01-02T17:19:51.307075072,0.77,1.0
173.0,575.8953,1630.9138,107.65914,8397.412,70481.59,4.8014115e+06,2025-01-02T17:20:20.499150080,2025-01-02T17:29:51.299225984,0.77,1.0
177.0,584.68713,1593.3577,60.456158,4292.3867,55914.35,3.4188015e+06,2025-01-02T17:30:20.499312000,2025-01-02T17:39:51.302563968,0.79,1.0
157.0,567.9752,1169.8694,49.462585,3561.3062,55804.816,3.3637615e+06,2025-01-02T17:40:20.501273088,2025-01-02T17:49:51.304004992,0.78,1.0
166.0,557.86664,1195.3889,47.389973,3933.3677,59032.758,4.1430825e+06,2025-01-02T17:50:20.501422976,2025-01-02T17:59:51.296681088,0.76,1.0
160.0,580.25464,1333.6372,46.686592,3688.241,49036.75,3.450411e+06,2025-01-02T18:00:20.274317952,2025-01-02T18:09:51.076637056,0.76,1.0
142.0,568.423,1050.8302,44.903038,3682.049,48457.41,3.3064868e+06,2025-01-02T18:10:20.274407040,2025-01-02T18:19:51.077022976,0.71,1.0
157.0,596.19086,1639.807,117.05148,10534.633,40894.234,3.1600348e+06,2025-01-02T18:20:20.276292992,2025-01-02T18:29:51.076145024,0.72,1.0
169.0,603.99176,1163.1085,109.01234,10465.185,39027.426,3.1752418e+06,2025-01-02T18:30:20.276370944,2025-01-02T18:39:51.079603968,0.7,1.0
154.0,598.7976,1565.9634,100.79745,9071.771,52596.48,4.284956e+06,2025-01-02T18:40:20.276440960,2025-01-02T18:49:51.078435968,0.7,1.0
163.0,607.92834,1253.5059,105.00155,9975.147,35899.95,2.7898865e+06,2025-01-02T18:50:20.278306944,2025-01-02T18:59:51.082391040,0.72,1.0
148.0,605.58105,1319.7286,76.742546,8595.165,36994.527,3.7284962e+06,2025-01-02T19:35:20.282064000,2025-01-02T19:40:00.415917056,0.92,1.0
161.0,585.57306,1048.236,98.1885,10800.735,47776.227,4.409876e+06,2025-01-02T19:00:20.278360064,2025-01-02T19:09:51.083764992,0.67,1.0
169.0,576.95996,1089.3937,82.18748,8218.748,38694.004,3.2644425e+06,2025-01-02T19:10:20.278401920,2025-01-02T19:19:51.083575040,0.71,1.0
152.0,563.1954,1271.2762,85.55525,9496.633,49181.71,4.531654e+06,2025-01-02T19:20:20.280236032,2025-01-02T19:29:51.085753984,0.67,1.0
148.0,591.58417,948.8366,80.78912,8078.912,36291.168,3.0939788e+06,2025-01-02T19:40:20.280262912,2025-01-02T19:49:51.076336000,0.66,1.0
144.0,583.67004,1143.4043,67.269745,6054.2773,38634.73,2.8017175e+06,2025-01-02T19:50:20.282062976,2025-01-02T19:59:51.083764992,0.67,1.0
137.0,628.32605,1626.2898,87.45608,7433.7676,22644.354,1.5882288e+06,2025-01-02T20:00:20.282050048,2025-01-02T20:09:51.081766016,0.68,1.0
140.0,612.07697,1406.5603,70.83477,6941.8076,30146.754,2.7309022e+06,2000-01-01T11:43:21.000000000,2000-01-01T11:43:21.000000000,0.65,1.0
119.0,660.4105,1842.7888,60.85325,4259.727,24704.82,1.5527891e+06,2025-01-02T20:20:20.283799040,2025-01-02T20:29:51.089426048,0.7,1.0
111.0,660.97943,1227.264,90.537155,7333.5093,20570.574,1.4459624e+06,2025-01-02T20:30:20.283761024,2025-01-02T20:39:51.090707968,0.62,1.0
108.0,675.0059,1963.0364,70.465,5284.8745,22127.695,1.4000341e+06,2025-01-02T20:40:20.285520000,2025-01-02T20:49:51.092282112,0.64,1.0
98.0,660.82056,1152.6066,49.758865,3234.3262,14246.522,689743.4,2025-01-02T20:50:20.285472000,2025-01-02T20:59:51.086861056,0.63,1.0
85.0,638.33545,1191.0494,40.582626,2313.2095,18708.441,821619.94,2025-01-02T21:00:20.285419904,2025-01-02T21:09:51.087112960,0.62,1.0
77.0,667.19586,1311.2675,46.08911,2811.4355,21022.76,1.039805e+06,2025-01-02T21:10:20.287170048,2025-01-02T21:19:51.089550080,0.57,1.0
87.0,627.90576,1071.6837,37.617138,2369.88,47132.168,2.2412575e+06,2025-01-02T21:20:20.287116032,2025-01-02T21:29:51.092699008,0.64,1.0
70.0,638.3018,1407.5255,37.20965,1934.9015,20586.352,837609.75,2025-01-02T21:30:20.287063040,2025-01-02T21:39:51.084406016,0.66,1.0
78.0,598.13715,1079.6407,69.61527,3619.9941,44379.133,1.6097152e+06,2025-01-02T21:40:20.288816000,2025-01-02T21:49:51.092288000,0.61,1.0
87.0,614.62415,820.5473,70.60154,2612.2568,18528.938,358703.28,2025-01-02T21:50:20.288769024,2025-01-02T21:59:51.089094016,0.66,1.0
502.0,608.27716,1279.0061,158.44586,4278.0376,65594.016,1.2474866e+06,2025-01-02T22:00:20.288726016,2025-01-02T22:09:51.090000000,0.72,1.0
403.0,634.73755,809.6747,43.072124,1119.8754,21580.002,395864.8,2025-01-02T22:10:20.290492032,2025-01-02T22:19:51.096121984,0.92,1.0
595.0,618.86053,754.6179,119.848755,3235.9167,34763.125,386829.56,2025-01-02T22:20:20.290462080,2025-01-02T22:29:51.090844928,0.91,1.0
536.0,590.1958,777.5809,173.12947,3635.7185,48938.652,640030.1,2025-01-02T22:30:20.290438016,2025-01-02T22:39:51.093342976,0.89,1.0
390.0,556.84766,764.7819,44.665726,848.64874,25480.057,307104.0,2025-01-02T22:40:20.292225920,2025-01-02T22:49:51.091335040,0.77,1.0
401.0,666.54236,1276.2971,72.28038,1951.5703,29365.146,474761.28,2025-01-02T22:50:20.292220032,2025-01-02T22:59:51.095952000,0.81,1.0
381.0,631.3085,1123.8491,41.814518,1003.54846,74987.73,1.2063382e+06,2025-01-02T23:00:20.294025984,2025-01-02T23:09:51.097404032,0.79,1.0
649.0,572.98987,780.2077,79.43072,1985.7678,52748.047,634810.56,2025-01-02T23:10:20.294013952,2025-01-02T23:19:51.090131968,0.82,1.0
1096.0,615.81805,791.4209,107.37148,1503.2008,28126.537,312372.97,2025-01-02T23:20:20.293954944,2025-01-02T23:29:51.096328064,0.83,1.0
1274.0,589.965,949.4193,33.087673,562.4904,66197.36,865534.06,2025-01-02T23:30:20.295705984,2025-01-02T23:39:51.094835072,0.88,1.0
1414.0,604.6046,786.14905,60.70201,789.1262,66648.016,735452.2,2025-01-02T23:40:20.295670016,2025-01-02T23:49:51.097298048,0.92,1.0
1447.0,611.4364,1066.585,69.58819,1182.9993,63294.484,762807.5,2025-01-02T23:50:20.295616000,2025-01-02T23:59:51.101834112,0.92,1.0
1251.0,544.2206,784.07837,57.908997,636.99896,41850.727,376756.25,2025-01-03T00:00:20.297340928,2025-01-03T00:09:51.095331968,0.95,1.0
1125.0,755.9497,955.04877,396.8885,3175.1077,38176.363,152717.16,2025-01-03T00:10:20.297278080,2025-01-03T00:19:51.100571008,0.91,1.0
1123.0,626.7081,785.6545,53.317936,639.8152,16158.665,134568.36,2025-01-03T00:20:20.297220992,2025-01-03T00:29:51.096349056,0.84,1.0
1019.0,651.7751,1000.37494,233.22038,3031.8647,40635.17,408990.0,2025-01-03T00:30:20.298930944,2025-01-03T00:39:51.105288064,0.93,1.0
985.0,652.66156,884.4164,70.08159,911.0607,28317.562,201853.98,2025-01-03T00:40:20.298850048,2025-01-03T00:49:51.099521024,0.92,1.0
822.0,725.8836,1187.9104,348.20807,3830.289,85479.11,683998.2,2025-01-03T00:50:20.298787968,2025-01-03T00:59:51.101587072,0.89,1.0
665.0,722.91565,1051.85,261.17142,3134.057,44504.754,496349.66,2025-01-03T01:00:20.300500096,2025-01-03T01:09:51.111660032,0.89,1.0
652.0,711.3603,885.39746,311.85132,3118.5132,36336.227,296226.3,2025-01-03T01:10:20.300402944,2025-01-03T01:19:51.103911040,0.82,1.0
696.0,714.5559,901.5301,384.861,3848.6099,45417.953,365011.78,2025-01-03T01:20:20.302128000,2025-01-03T01:29:51.106716928,0.89,1.0
769.0,659.0167,974.74396,350.51297,3505.13,78643.63,631616.3,2025-01-03T01:30:20.302067968,2025-01-03T01:39:51.111785088,0.91,1.0
710.0,758.6328,1015.50867,387.29453,3872.945,60627.14,488984.16,2025-01-03T01:40:20.301982080,2025-01-03T01:49:51.099835008,0.94,1.0
678.0,644.8518,750.3764,347.1955,3819.1501,57627.176,576867.94,2025-01-03T01:50:20.303699072,2025-01-03T01:59:51.106134016,0.89,1.0
596.0,712.97034,1188.9983,317.63718,3811.6458,67006.664,744416.3,2025-01-03T02:00:20.303629952,2025-01-03T02:09:51.108214016,0.95,1.0
524.0,691.6057,1229.6013,319.30228,3512.3252,105354.98,954053.9,2025-01-03T02:10:20.303579008,2025-01-03T02:19:51.104007040,0.92,1.0
523.0,689.8496,905.5749,477.8725,3822.9797,153638.42,1.0770389e+06,2025-01-03T02:20:20.305345024,2025-01-03T02:29:51.103371008,0.86,1.0
542.0,644.80457,887.4348,262.64368,3151.7239,126101.805,1.2655151e+06,2025-01-03T02:30:20.305318912,2025-01-03T02:39:51.105751040,0.89,1.0
671.0,629.7695,751.2126,110.49516,883.9613,47516.047,237881.53,2025-01-03T02:40:20.305291008,2025-01-03T02:49:51.103576960,0.88,1.0
1111.0,680.158,860.6513,125.63907,1005.1125,64108.633,449371.8,2025-01-03T02:50:20.307026048,2025-01-03T02:59:51.111214080,0.89,1.0
1360.0,789.1616,1036.6692,130.19543,911.3681,70805.79,430370.72,2025-01-03T03:00:20.306956032,2025-01-03T03:09:51.106642048,0.92,1.0
1872.0,794.23615,1340.4691,39.38266,196.9133,14432.364,61674.02,2025-01-03T03:10:20.306891008,2025-01-03T03:19:51.110043008,0.92,1.0
2292.0,660.48846,785.0947,29.140886,145.70444,12293.574,38160.418,2025-01-03T03:20:20.308633984,2025-01-03T03:29:51.110888064,0.91,1.0
2204.0,623.4763,772.79144,391.6839,3916.839,143508.75,1.0063021e+06,2025-01-03T03:30:20.308576000,2025-01-03T03:39:51.113420032,0.92,1.0
1975.0,660.7408,832.5906,391.72375,3917.2375,162014.86,1.1371042e+06,2025-01-03T03:40:20.310321024,2025-01-03T03:49:51.109284992,0.94,1.0
2063.0,688.02075,812.0274,371.26724,3341.4053,112607.16,790798.75,2025-01-03T03:50:20.310262016,2025-01-03T03:59:51.114235008,0.88,1.0
1806.0,644.21423,749.41504,396.7173,3967.173,128451.21,1.0284131e+06,2025-01-03T04:00:20.310197888,2025-01-03T04:09:51.114161024,0.92,1.0
1415.0,619.82477,718.1875,402.28165,3620.5347,145892.08,1.0214861e+06,2025-01-03T04:10:20.311931008,2025-01-03T04:19:51.113757056,0.88,1.0
1383.0,606.64966,683.1222,583.99976,4087.9983,185779.75,1.1146272e+06,2025-01-03T04:20:20.311853056,2025-01-03T04:29:51.118372992,0.9,1.0
1514.0,590.06525,653.63025,460.97668,3687.8135,186675.23,1.1199935e+06,2025-01-03T04:30:20.311766016,2025-01-03T04:39:51.113476096,0.87,1.0
1394.0,636.7764,750.2518,470.17032,3761.3625,135794.89,951968.94,2025-01-03T04:40:20.313470976,2025-01-03T04:49:51.111207040,0.9,1.0
1183.0,663.12366,840.1933,447.0907,3576.7256,138667.11,694987.6,2025-01-03T04:50:20.313361024,2025-01-03T04:59:51.115277952,0.95,1.0
889.0,614.22986,665.5441,445.43533,4008.918,201708.61,1.0085468e+06,2025-01-03T05:00:20.313240064,2025-01-03T05:09:51.117315968,0.94,1.0
867.0,628.37274,694.49164,435.51532,3919.6382,151041.17,1.058501e+06,2025-01-03T05:10:20.314908928,2025-01-03T05:19:51.113415040,0.92,1.0
529.0,614.8769,649.6085,485.95435,3887.6345,211456.98,1.0572698e+06,2025-01-03T05:20:20.314761088,2025-01-03T05:29:51.118571008,0.91,1.0
541.0,554.376,660.2741,532.4264,4259.411,211206.98,1.2671994e+06,2025-01-03T05:30:20.314599936,2025-01-03T05:39:51.122993024,0.88,1.0
761.0,617.2606,692.2082,441.44183,4414.4185,151084.58,1.208731e+06,2025-01-03T05:40:20.316228096,2025-01-03T05:49:51.121672960,0.85,1.0
1771.0,600.66425,675.33307,557.2203,3900.5417,187734.89,1.1263965e+06,2025-01-03T05:50:20.316038016,2025-01-03T05:59:51.116443008,0.78,1.0
1307.0,599.22186,659.7436,692.18524,4153.112,211595.33,1.0579406e+06,2025-01-03T06:00:20.544850944,2025-01-03T06:09:51.354305024,0.76,1.0
478.0,669.0855,708.2346,615.8524,3695.1147,149030.47,596102.75,2025-01-03T06:10:20.546484992,2025-01-03T06:19:51.358846976,0.85,1.0
394.0,610.15173,797.6867,549.98663,4399.8936,190746.23,1.1444465e+06,2025-01-03T06:20:20.546339072,2025-01-03T06:29:51.348612992,0.9,1.0
296.0,689.2491,791.53864,739.4828,3697.414,111952.06,447799.38,2025-01-03T06:30:20.546179072,2025-01-03T06:39:51.346515968,0.92,1.0
297.0,739.09344,1080.2804,836.3405,4181.7026,182762.17,731051.5,2025-01-03T06:40:20.547803008,2025-01-03T06:49:51.347465088,0.91,1.0
334.0,629.94763,700.3327,742.8382,4457.0293,221332.11,885269.9,2025-01-03T06:50:20.547604992,2025-01-03T06:59:51.356116992,0.9,1.0
360.0,573.40784,704.14404,730.1889,4381.1333,201689.58,1.00842475e+06,2025-01-03T07:00:20.547443072,2025-01-03T07:09:51.346845056,0.9,1.0
449.0,569.34827,687.15985,93.70381,562.2229,46303.95,232698.23,2025-01-03T07:10:20.549113088,2025-01-03T07:19:51.346638976,0.93,1.0
245.0,561.20874,663.69745,445.6864,2674.1187,155114.55,775664.1,2025-01-03T07:20:20.548963968,2025-01-03T07:29:51.346310016,0.9,1.0
124.0,589.63135,663.9876,596.065,4172.455,188088.88,1.1285308e+06,2025-01-03T07:30:20.548796032,2025-01-03T07:39:51.348862976,0.84,1.0
79.0,588.9608,675.1177,550.64197,3854.4937,205717.64,1.02860925e+06,2025-01-03T07:40:20.550413952,2025-01-03T07:49:51.349259008,0.89,1.0
52.0,622.95074,731.5564,514.3102,4114.4814,183653.81,1.103529e+06,2025-01-03T07:50:20.550248064,2025-01-03T07:59:51.350283008,0.8,1.0
79.0,607.4582,671.1901,509.72266,4077.7812,182160.11,1.0934672e+06,2025-01-03T08:00:20.550119936,2025-01-03T08:09:51.351984000,0.8,1.0
169.0,612.5438,678.5212,601.0848,3606.5085,157343.36,787555.25,2025-01-03T08:10:20.551789952,2025-01-03T08:19:51.350496000,0.84,1.0
226.0,618.5218,697.9904,831.508,4157.54,250211.83,1.000888e+06,2025-01-03T08:20:20.551645952,2025-01-03T08:29:51.354050048,0.82,1.0
232.0,562.2953,703.3007,586.86597,4108.0615,241519.47,1.2075855e+06,2025-01-03T08:30:20.553300992,2025-01-03T08:39:51.354916992,0.88,1.0
200.0,611.6304,722.9816,640.1102,3840.6614,149090.53,745418.1,2025-01-03T08:40:20.553150080,2025-01-03T08:49:51.356926976,0.85,1.0
251.0,619.2318,800.3617,449.93353,2699.601,108588.17,542903.5,2025-01-03T08:50:20.552999040,2025-01-03T08:59:51.356166016,0.8,1.0
334.0,585.7609,731.0221,185.92618,743.7047,62830.4,251260.83,2025-01-03T09:00:20.554652032,2025-01-03T09:09:51.355031040,0.84,1.0
419.0,642.6314,885.49097,131.59367,789.562,60382.867,304288.75,2025-01-03T09:10:20.554504960,2025-01-03T09:19:51.361129984,0.9,1.0
675.0,532.9485,683.4664,78.515205,628.12164,71582.81,429517.0,2025-01-03T09:20:20.554360960,2025-01-03T09:29:51.363821056,0.88,1.0
904.0,560.91254,690.0658,110.38673,551.9336,103294.88,309887.3,2025-01-03T09:30:20.556025088,2025-01-03T09:39:51.358011008,0.89,1.0
1013.0,485.4556,581.8513,61.451378,368.70825,103576.42,414260.38,2025-01-03T09:40:20.555892992,2025-01-03T09:49:51.361700992,0.93,1.0
1291.0,595.1814,703.24457,89.3929,1072.7147,42520.82,341229.56,2025-01-03T09:50:20.555768064,2025-01-03T09:59:51.354930048,0.86,1.0
560.0,613.0461,728.13617,319.61893,2876.5703,102811.87,411211.38,2025-01-03T10:00:20.557454976,2025-01-03T10:09:51.361969024,0.86,1.0
605.0,624.4688,759.9634,340.33902,3403.3901,108348.984,650630.5,2025-01-03T10:10:20.557347968,2025-01-03T10:19:51.361346048,0.83,1.0
