n_fire_pixels,mean_temp_fire,max_temp_fire,mean_power_fire,sum_power_fire,mean_area_fire,sum_area_fire,time_coverage_start,time_coverage_end,mean_confidence,max_confidence
346.0,635.5261,791.7731,406.00702,3654.063,107288.78,644288.56,2025-01-03T10:20:20.557252096,2025-01-03T10:29:51.359346048,0.8,1.0
214.0,592.64825,711.3608,357.26352,4287.162,112818.65,1.128188e+06,2025-01-03T10:30:20.558969984,2025-01-03T10:39:51.366515072,0.84,1.0
185.0,603.69855,652.94135,295.90686,4142.697,137980.55,1.1039064e+06,2025-01-03T10:40:20.558897024,2025-01-03T10:49:51.362285056,0.87,1.0
203.0,567.9163,715.6156,414.4047,4144.047,188976.8,1.322935e+06,2025-01-03T10:50:20.560640000,2025-01-03T10:59:51.369294976,0.8,1.0
159.0,583.3388,661.81805,509.51736,3566.6216,189453.38,757760.75,2025-01-03T11:00:20.560593024,2025-01-03T11:09:51.365687040,0.89,1.0
217.0,530.03424,648.05817,392.89374,3536.0435,219822.44,1.099102e+06,2025-01-03T11:10:20.560560000,2025-01-03T11:19:51.364276992,0.84,1.0
242.0,593.4723,779.45026,429.04044,3861.3635,160053.11,1.1217372e+06,2025-01-03T11:20:20.562343936,2025-01-03T11:29:51.363345024,0.87,1.0
178.0,590.7344,851.0527,326.09033,3586.9937,96723.34,773699.7,2025-01-03T11:30:20.562338944,2025-01-03T11:39:51.366647040,0.86,1.0
54.0,657.7252,936.31836,338.27692,3721.0464,97871.055,786993.4,2025-01-03T11:40:20.562348928,2025-01-03T11:49:51.367501056,0.77,1.0
43.0,650.27594,750.65894,449.92758,3599.4207,98975.51,494912.25,2025-01-03T11:50:20.564178048,2025-01-03T11:59:51.367138048,0.77,1.0
29.0,561.49744,737.89716,112.06915,1008.62244,49691.285,397538.8,2025-01-03T12:00:20.564221056,2025-01-03T12:09:51.371960064,0.77,1.0
29.0,573.3869,770.2993,213.29364,3625.992,66833.086,1.0037265e+06,2025-01-03T12:10:20.564280960,2025-01-03T12:19:51.361181056,0.67,1.0
33.0,608.0419,908.1184,160.2418,2563.869,59657.836,657971.3,2025-01-03T12:20:20.566158976,2025-01-03T12:29:51.366135040,0.66,1.0
16.0,564.9217,734.4624,124.55647,1121.0083,59288.848,355755.9,2025-01-03T12:30:20.566249984,2025-01-03T12:39:51.373085056,0.68,1.0
23.0,735.7164,1347.8431,261.32333,3919.8496,82561.47,831581.4,2025-01-03T12:40:20.566355968,2025-01-03T12:49:51.368355072,0.61,1.0
38.0,777.73553,1371.8497,280.74667,4772.6934,91587.695,920551.1,2025-01-03T12:50:20.568279936,2025-01-03T12:59:51.375859072,0.67,1.0
43.0,618.25116,835.92755,286.4549,4296.8228,76548.26,1.0716829e+06,2025-01-03T13:00:20.568415104,2025-01-03T13:09:51.371016064,0.69,1.0
15.0,719.3462,1101.1338,310.5978,2795.3801,47492.805,384525.38,2025-01-03T13:10:20.570366976,2025-01-03T13:19:51.370658944,0.67,1.0
27.0,530.59534,740.8098,165.2073,2478.1099,77369.97,1.0075566e+06,2025-01-03T13:20:20.570529024,2025-01-03T13:29:51.376185984,0.62,1.0
21.0,568.67865,873.74274,96.17565,1250.2834,45302.508,500496.25,2025-01-03T13:30:20.570705024,2025-01-03T13:39:51.373142016,0.67,1.0
29.0,518.0087,742.4305,169.27922,2708.4678,74373.79,1.04125394e+06,2025-01-03T13:40:20.572697088,2025-01-03T13:49:51.374503040,0.76,1.0
35.0,573.1329,799.45874,106.0241,2226.5059,60318.504,969553.0,2025-01-03T13:50:20.572896000,2025-01-03T13:59:51.377372032,0.72,1.0
35.0,558.7902,736.76636,233.71587,3973.1702,101470.766,1.4205494e+06,2025-01-03T14:00:20.573105024,2025-01-03T14:09:51.377820032,0.74,1.0
33.0,640.84033,963.24304,207.6371,4152.742,66166.81,1.0624255e+06,2025-01-03T14:10:20.575124992,2025-01-03T14:19:51.375053952,0.68,1.0
41.0,530.59314,696.46295,184.96677,4069.269,100441.45,1.5066285e+06,2025-01-03T14:20:20.575347968,2025-01-03T14:29:51.373918976,0.67,1.0
38.0,568.6175,1124.3302,196.04225,3724.803,99995.02,1.7029348e+06,2025-01-03T14:30:20.575577984,2025-01-03T14:39:51.378278016,0.7,1.0
47.0,541.498,752.32117,188.32312,4331.431,138369.97,2.2155572e+06,2025-01-03T14:40:20.577617024,2025-01-03T14:49:51.372510976,0.74,1.0
49.0,539.31024,955.3189,171.64595,4634.4404,112466.52,2.4766475e+06,2025-01-03T14:50:20.577857024,2025-01-03T14:59:51.382290048,0.69,1.0
58.0,562.39813,871.1911,194.2717,5051.064,101336.58,2.335942e+06,2025-01-03T15:00:20.578102016,2025-01-03T15:09:51.378779008,0.7,1.0
64.0,528.0328,855.427,167.47713,5024.314,95816.89,2.109365e+06,2025-01-03T15:10:20.580150912,2025-01-03T15:19:51.380753024,0.76,1.0
62.0,643.07764,2166.917,192.47023,5196.6963,117416.85,2.3530905e+06,2025-01-03T15:20:20.580398976,2025-01-03T15:29:51.387634048,0.76,1.0
64.0,565.56824,1264.345,162.66528,4717.293,111594.65,2.5701052e+06,2025-01-03T15:30:20.582448000,2025-01-03T15:39:51.385383040,0.75,1.0
63.0,597.73944,959.4031,166.08081,5314.586,91905.98,2.578519e+06,2025-01-03T15:40:20.582653056,2025-01-03T15:49:51.385421056,0.8,1.0
81.0,566.3462,980.0991,150.43954,5566.2637,80337.09,2.3318912e+06,2025-01-03T15:50:20.582841984,2025-01-03T15:59:51.381212032,0.71,1.0
84.0,557.809,1063.713,140.71011,5769.1147,74508.766,2.7587978e+06,2025-01-03T16:00:20.584835072,2025-01-03T16:09:51.382627072,0.79,1.0
90.0,591.4621,1215.5254,125.93453,5792.989,64266.645,2.4499342e+06,2025-01-03T16:10:20.585026944,2025-01-03T16:19:51.383960064,0.76,1.0
99.0,614.1508,1684.5983,116.66767,6183.3867,60548.598,2.926648e+06,2025-01-03T16:20:20.585219968,2025-01-03T16:29:51.387134976,0.71,1.0
99.0,581.68854,1299.224,112.56184,6753.7095,58715.44,3.1851165e+06,2025-01-03T16:30:20.587218048,2025-01-03T16:39:51.391785088,0.73,1.0
126.0,581.90466,1084.8098,113.087715,7124.5264,64722.086,3.4362568e+06,2025-01-03T16:40:20.587414016,2025-01-03T16:49:51.390141056,0.72,1.0
125.0,557.44684,1128.4276,101.983986,6424.99,87291.03,4.550935e+06,2025-01-03T16:50:20.587609088,2025-01-03T16:59:51.399924992,0.75,1.0
121.0,596.70685,1429.2836,102.31406,7059.669,69047.65,4.368455e+06,2025-01-03T17:00:20.589603968,2025-01-03T17:09:51.403123072,0.73,1.0
127.0,589.52203,1140.869,90.65805,6708.6963,54084.254,3.5346262e+06,2025-01-03T17:10:20.589793024,2025-01-03T17:19:51.391281024,0.71,1.0
135.0,595.2796,1510.8866,98.81494,7213.491,65492.027,4.4080175e+06,2025-01-03T17:20:20.589979008,2025-01-03T17:29:51.390233088,0.71,1.0
138.0,588.4999,1502.2549,48.711384,4286.6016,50386.95,4.1006625e+06,2025-01-03T17:30:20.591936896,2025-01-03T17:39:51.393437056,0.68,1.0
138.0,565.9018,1434.1187,47.39373,3696.711,61333.12,4.1223628e+06,2025-01-03T17:40:20.592062976,2025-01-03T17:49:51.395890048,0.72,1.0
136.0,590.8137,1385.1514,42.112503,3284.7751,55702.45,3.812316e+06,2025-01-03T17:50:20.593986048,2025-01-03T17:59:51.400148992,0.72,1.0
137.0,596.53644,1280.1548,44.117752,3132.3604,49630.254,3.1036935e+06,2025-01-03T18:00:20.365085056,2025-01-03T18:09:51.169458048,0.71,1.0
135.0,573.27704,876.73895,50.02253,3951.78,41488.547,2.954802e+06,2025-01-03T18:10:20.366998016,2025-01-03T18:19:51.165320064,0.72,1.0
136.0,558.6141,1210.2803,75.44953,5885.064,60074.723,4.333901e+06,2025-01-03T18:20:20.367100928,2025-01-03T18:29:51.167302016,0.71,1.0
137.0,603.47675,1457.956,75.12778,6761.5,44573.24,3.493449e+06,2025-01-03T18:30:20.367195008,2025-01-03T18:39:51.165870976,0.67,1.0
140.0,602.75653,1209.1215,75.888336,6222.844,53432.223,3.9211025e+06,2025-01-03T18:40:20.369081984,2025-01-03T18:49:51.171350016,0.71,1.0
128.0,602.1601,1336.7618,69.99076,5529.2705,45235.59,3.008893e+06,2025-01-03T18:50:20.369155968,2025-01-03T18:59:51.171987072,0.68,1.0
115.0,593.2576,1116.3009,81.15725,5356.3784,39452.664,2.184105e+06,2025-01-03T19:00:20.369218048,2025-01-03T19:09:51.170845056,0.67,1.0
128.0,602.6058,974.1411,71.55597,5438.2534,39863.496,2.4084488e+06,2025-01-03T19:10:20.371070976,2025-01-03T19:19:51.173864064,0.7,1.0
125.0,628.3417,1066.7748,69.783035,5303.5107,28270.947,1.8092462e+06,2025-01-03T19:20:20.371106944,2025-01-03T19:29:51.171145984,0.67,1.0
104.0,591.73315,898.53326,78.72362,5195.7583,44384.742,2.2310608e+06,2025-01-03T19:30:20.371130880,2025-01-03T19:39:51.172672000,0.67,1.0
119.0,631.0827,1012.57227,71.302536,5062.4795,29931.955,1.6426881e+06,2025-01-03T19:40:20.372946048,2025-01-03T19:49:51.175124992,0.71,1.0
132.0,636.10913,1606.7421,74.02175,6365.8706,32077.092,2.2724605e+06,2025-01-03T19:50:20.372946944,2025-01-03T19:59:51.172541056,0.68,1.0
115.0,638.32434,1166.0997,77.07244,6319.9395,25516.928,1.790926e+06,2025-01-03T20:00:20.372936064,2025-01-03T20:09:51.176019968,0.62,1.0
117.0,655.5069,1342.3414,80.52905,6361.7954,25569.78,1.6977864e+06,2025-01-03T20:10:20.374717952,2025-01-03T20:19:51.171501952,0.67,1.0
111.0,633.5704,1013.50714,76.71542,6520.811,23450.576,1.6659534e+06,2025-01-03T20:20:20.374688000,2025-01-03T20:29:51.176059008,0.6,1.0
114.0,643.5886,1185.1091,65.47839,5762.0986,23180.938,1.7046264e+06,2025-01-03T20:30:20.376454016,2025-01-03T20:39:51.180131968,0.6,1.0
103.0,667.83203,1345.0548,59.085396,4549.5757,18124.303,1.0877932e+06,2025-01-03T20:40:20.376411008,2025-01-03T20:49:51.179550976,0.59,1.0
98.0,686.49,1394.7417,76.089424,5478.4385,15205.663,886999.3,2025-01-03T20:50:20.376363008,2025-01-03T20:59:51.180078080,0.61,1.0
97.0,642.9015,1137.1676,68.23479,4776.434,16166.883,900622.44,2025-01-03T21:00:20.378114048,2025-01-03T21:09:51.180400000,0.66,1.0
82.0,618.8927,1089.9259,33.08031,2348.7021,20953.65,1.3131012e+06,2025-01-03T21:10:20.378060032,2025-01-03T21:19:51.181496064,0.56,1.0
72.0,652.4303,1931.9692,39.43821,2050.7869,27249.695,1.2520894e+06,2025-01-03T21:20:20.378004992,2025-01-03T21:29:51.183282048,0.66,1.0
62.0,668.744,1661.1556,74.25412,3564.1978,27119.488,999671.4,2025-01-03T21:30:20.379752960,2025-01-03T21:39:51.180968960,0.63,1.0
63.0,613.5313,930.72845,34.21963,1710.9816,18464.7,718870.06,2025-01-03T21:40:20.379700992,2025-01-03T21:49:51.182114048,0.64,1.0
63.0,673.0024,1664.59,86.746254,3730.0886,13155.409,451962.06,2025-01-03T21:50:20.379650944,2025-01-03T21:59:51.180173056,0.63,1.0
146.0,624.5686,1274.3549,91.98373,3587.3652,26992.246,819318.6,2025-01-03T22:00:20.381410048,2025-01-03T22:09:51.188061056,0.67,1.0
114.0,618.7837,1329.9001,109.99281,3189.7913,48124.625,1.1607718e+06,2025-01-03T22:10:20.381372032,2025-01-03T22:19:51.185191040,0.84,1.0
124.0,597.94025,894.52686,86.58454,2684.1208,46282.69,1.0715216e+06,2025-01-03T22:20:20.381340032,2025-01-03T22:29:51.182636032,0.83,1.0
149.0,571.7623,1035.0096,138.40167,2491.2302,68737.34,964114.2,2025-01-03T22:30:20.383120000,2025-01-03T22:39:51.183428992,0.91,1.0
126.0,581.3041,741.02966,35.002567,630.04626,35179.582,351790.75,2025-01-03T22:40:20.383104000,2025-01-03T22:49:51.187661056,0.91,1.0
290.0,676.3292,1134.217,153.47556,2455.609,18634.002,188425.33,2025-01-03T22:50:20.384900992,2025-01-03T22:59:51.194547968,0.84,1.0
349.0,556.8015,841.4484,57.232334,915.7174,27185.256,274590.06,2025-01-03T23:00:20.384904960,2025-01-03T23:09:51.187288064,0.8,1.0
365.0,571.2102,834.5461,48.11054,914.1003,25116.807,305213.66,2025-01-03T23:10:20.384897024,2025-01-03T23:19:51.194014976,0.85,1.0
473.0,569.289,1322.3789,134.75793,2425.6426,21690.803,281980.25,2025-01-03T23:20:20.386649984,2025-01-03T23:29:51.185196032,0.84,1.0
630.0,713.0166,1358.2579,173.50642,2255.5837,17379.332,105469.28,2025-01-03T23:30:20.386605056,2025-01-03T23:39:51.189059072,0.87,1.0
521.0,945.7775,1893.1792,225.26646,2928.4644,20133.658,127605.016,2025-01-03T23:40:20.386574080,2025-01-03T23:49:51.185384064,0.92,1.0
491.0,578.58105,829.5811,43.206913,475.27603,24615.031,147850.38,2025-01-03T23:50:20.388311936,2025-01-03T23:59:51.188086016,0.83,1.0
743.0,659.90186,838.6239,69.851494,628.6634,13591.208,72564.766,2025-01-04T00:00:20.388237952,2025-01-04T00:09:51.188078080,0.9,1.0
708.0,498.90213,595.3922,70.70058,707.0058,42822.734,257004.6,2025-01-04T00:10:20.388180992,2025-01-04T00:19:51.204853120,0.94,1.0
383.0,542.757,783.4745,38.507328,539.1026,26929.494,217623.12,2025-01-04T00:20:20.389924992,2025-01-04T00:29:51.194352000,0.94,1.0
350.0,524.56494,709.8323,38.61509,270.30563,44908.715,181011.88,2025-01-04T00:30:20.389835008,2025-01-04T00:39:51.194620032,0.91,1.0
435.0,548.5313,651.86523,34.49225,413.90698,21040.338,106042.78,2025-01-04T00:40:20.389761024,2025-01-04T00:49:51.187888000,0.88,1.0
377.0,690.72003,1086.6108,42.226444,422.2644,23623.654,97530.266,2025-01-04T00:50:20.391509120,2025-01-04T00:59:51.201513984,0.84,1.0
606.0,583.73395,935.31116,32.53855,357.92407,21827.424,132971.25,2025-01-04T01:00:20.391419008,2025-01-04T01:09:51.200612992,0.85,1.0
749.0,591.29047,766.2223,83.548935,1169.685,18891.914,152862.36,2025-01-04T01:10:20.393133952,2025-01-04T01:19:51.192278016,0.89,1.0
763.0,679.18286,1233.2236,51.055336,510.5533,18744.734,114799.21,2025-01-04T01:20:20.393064064,2025-01-04T01:29:51.196840064,0.89,1.0
734.0,626.48737,680.06824,39.606663,475.2799,10999.474,68088.54,2025-01-04T01:30:20.393008896,2025-01-04T01:39:51.193139968,0.93,1.0
994.0,599.5855,811.37024,81.264465,975.1736,25087.816,126897.94,2025-01-04T01:40:20.394720000,2025-01-04T01:49:51.192445952,0.9,1.0
1010.0,624.11774,662.96967,146.73253,1027.1277,25512.246,50990.902,2025-01-04T01:50:20.394630016,2025-01-04T01:59:51.199966976,0.92,1.0
654.0,699.974,988.80536,89.38932,804.50385,10579.367,34501.617,2025-01-04T02:00:20.394557056,2025-01-04T02:09:51.197280000,0.91,1.0
377.0,712.83795,1001.79456,43.627144,349.01715,10470.79,44538.64,2025-01-04T02:10:20.396306048,2025-01-04T02:19:51.197278080,0.91,1.0
366.0,581.84064,806.3453,38.608078,463.29694,22732.564,136325.16,2025-01-04T02:20:20.396268032,2025-01-04T02:29:51.200273024,0.89,1.0
373.0,684.854,851.1857,56.883118,568.8312,41018.156,168206.08,2025-01-04T02:30:20.396242048,2025-01-04T02:39:51.197196032,0.92,1.0
605.0,748.09125,984.6273,45.954826,321.68378,33840.137,139301.56,2025-01-04T02:40:20.398018048,2025-01-04T02:49:51.198753024,0.91,1.0
688.0,773.1669,1086.5397,40.540554,243.24332,77658.2,158620.6,2025-01-04T02:50:20.397950976,2025-01-04T02:59:51.200031104,0.92,1.0
740.0,704.27594,1084.8376,33.08044,330.8044,23620.08,123239.14,2025-01-04T03:00:20.397881984,2025-01-04T03:09:51.202360960,0.92,1.0
666.0,868.70874,1595.0077,37.064445,333.58005,6711.789,49855.52,2025-01-04T03:10:20.399623040,2025-01-04T03:19:51.209732096,0.9,1.0
917.0,936.0933,1105.7029,38.98535,155.9414,1443.0197,8000.0,2025-01-04T03:20:20.399566080,2025-01-04T03:29:51.204166016,0.89,1.0
1206.0,643.6911,982.6232,70.21233,772.3356,32740.46,201146.89,2025-01-04T03:30:20.401314944,2025-01-04T03:39:51.204722944,0.92,1.0
1104.0,769.46924,1057.9591,69.111176,760.22296,22992.863,122080.52,2025-01-04T03:40:20.401262080,2025-01-04T03:49:51.201841024,0.94,1.0
830.0,689.20514,944.14075,52.52706,525.2706,24530.88,150228.6,2025-01-04T03:50:20.401206016,2025-01-04T03:59:51.204254080,0.95,1.0
676.0,701.9423,1322.0413,67.52748,675.2749,22609.451,161912.08,2025-01-04T04:00:20.402951040,2025-01-04T04:09:51.202466048,0.94,1.0
691.0,843.3008,1508.0759,77.771255,699.94135,10184.911,56100.16,2025-01-04T04:10:20.402887040,2025-01-04T04:19:51.209501056,0.9,1.0
849.0,759.05725,800.0585,94.27712,565.6627,3666.1777,17036.66,2025-01-04T04:20:20.402814976,2025-01-04T04:29:51.204391040,0.89,1.0
931.0,683.21564,866.1981,101.93851,713.56964,81488.68,329010.34,2025-01-04T04:30:20.404539008,2025-01-04T04:39:51.203515008,0.93,1.0
776.0,736.6544,956.6047,43.12875,215.64375,39708.035,165461.98,2025-01-04T04:40:20.404449024,2025-01-04T04:49:51.207779968,0.94,1.0
622.0,539.7616,539.7616,37.815235,113.4457,18247.271,18269.32,2025-01-04T04:50:20.404346880,2025-01-04T04:59:51.201900032,0.89,1.0
757.0,596.3108,721.51447,57.886345,173.65903,41660.688,83310.3,2025-01-04T05:00:20.406035968,2025-01-04T05:09:51.211323008,0.87,1.0
879.0,448.40372,448.40372,51.12908,102.25816,115462.125,115471.44,2025-01-04T05:10:20.405908992,2025-01-04T05:19:51.215744000,0.89,1.0
668.0,549.993,686.56085,240.11021,2160.992,83607.76,501717.3,2025-01-04T05:20:20.405768960,2025-01-04T05:29:51.207435008,0.89,1.0
538.0,536.6911,604.61066,256.27335,1537.64,154806.12,619214.2,2025-01-04T05:30:20.407417088,2025-01-04T05:39:51.206326016,0.91,1.0
724.0,620.4404,773.81476,427.08517,3416.6814,114542.19,687218.44,2025-01-04T05:40:20.407249024,2025-01-04T05:49:51.211459072,0.88,1.0
586.0,625.8074,1099.4738,286.24582,2003.7205,100074.72,600382.94,2025-01-04T05:50:20.408871040,2025-01-04T05:59:51.219726976,0.9,1.0
686.0,607.1474,778.5935,432.1616,3025.1309,138604.16,831619.06,2025-01-04T06:00:20.637691008,2025-01-04T06:09:51.436132992,0.84,1.0
578.0,580.67816,644.0601,171.86903,1031.2141,143215.72,429652.03,2025-01-04T06:10:20.637483008,2025-01-04T06:19:51.443197056,0.89,1.0
687.0,533.88904,564.95154,124.83248,624.1624,99847.125,299581.7,2025-01-04T06:20:20.637304960,2025-01-04T06:29:51.439777024,0.91,1.0
501.0,682.2601,1035.5555,94.923615,474.61804,57168.7,231625.28,2025-01-04T06:30:20.638960000,2025-01-04T06:39:51.446127104,0.88,1.0
309.0,576.997,867.1308,91.50496,457.5248,95427.84,384136.25,2025-01-04T06:40:20.638801024,2025-01-04T06:49:51.438027008,0.79,1.0
369.0,614.82495,820.47736,98.450905,590.70544,98174.7,492777.94,2025-01-04T06:50:20.638622080,2025-01-04T06:59:51.440840064,0.86,1.0
407.0,655.89923,1065.238,102.454506,717.18146,87630.0,532390.25,2025-01-04T07:00:20.640229888,2025-01-04T07:09:51.440423040,0.87,1.0
490.0,624.8882,773.94165,114.767654,688.6059,103723.46,417004.47,2025-01-04T07:10:20.640077056,2025-01-04T07:19:51.441735040,0.9,1.0
430.0,569.60754,709.869,194.91405,779.65625,178014.28,534110.75,2025-01-04T07:20:20.639942016,2025-01-04T07:29:51.441081088,0.95,1.0
482.0,602.0487,667.2586,280.34192,841.0257,231174.42,462361.97,2025-01-04T07:30:20.641595008,2025-01-04T07:39:51.442417024,0.86,1.0
441.0,565.5861,740.3217,164.33154,821.6578,176085.11,704342.25,2025-01-04T07:40:20.641427968,2025-01-04T07:49:51.445721088,0.86,1.0
418.0,531.45905,537.8459,170.07487,850.3744,269369.12,538708.94,2025-01-04T07:50:20.641244032,2025-01-04T07:59:51.444355072,0.82,1.0
307.0,623.5181,714.6793,258.71002,776.13,230278.22,460593.56,2025-01-04T08:00:20.642849024,2025-01-04T08:09:51.449534976,0.84,1.0
193.0,627.0665,707.0917,243.39014,730.1705,178886.77,357781.28,2025-01-04T08:10:20.642668928,2025-01-04T08:19:51.448260992,0.86,1.0
248.0,534.78436,627.3156,220.65971,882.6388,129109.88,258261.92,2025-01-04T08:20:20.644331008,2025-01-04T08:29:51.442733056,0.82,1.0
320.0,646.9327,790.2709,108.21754,757.5227,31287.49,192182.84,2025-01-04T08:30:20.644194048,2025-01-04T08:39:51.452656000,0.82,1.0
437.0,545.9514,619.14716,114.19516,799.366,55039.53,275201.3,2025-01-04T08:40:20.644055936,2025-01-04T08:49:51.443448960,0.92,1.0
972.0,537.887,569.70276,190.5984,762.3937,154759.64,309485.12,2025-01-04T08:50:20.645720064,2025-01-04T08:59:51.452487040,0.81,1.0
765.0,712.10657,743.5222,134.31795,671.5897,38313.46,77395.24,2025-01-04T09:00:20.645581056,2025-01-04T09:09:51.447036032,0.89,1.0
672.0,866.1119,1209.768,140.29478,701.47394,101698.67,310802.0,2025-01-04T09:10:20.645444096,2025-01-04T09:19:51.453950080,0.91,1.0
703.0,812.3472,812.3472,40.87783,122.6335,1449.2853,4000.0,2025-01-04T09:20:20.647113984,2025-01-04T09:29:51.445058048,0.93,1.0
685.0,700.9615,778.4868,40.482975,121.44894,3912.8213,9463.52,2025-01-04T09:30:20.646983936,2025-01-04T09:39:51.453559040,0.93,1.0
570.0,848.4624,848.4624,51.139896,153.4197,3430.4219,4000.0,2025-01-04T09:40:20.646859008,2025-01-04T09:49:51.451851008,0.92,1.0
990.0,605.479,605.479,41.595737,207.9787,3695.8345,4000.0,2025-01-04T09:50:20.648545024,2025-01-04T09:59:51.443929984,0.79,1.0
421.0,695.37213,710.56647,34.628525,138.5141,3242.2905,12000.0,2025-01-04T10:00:20.648436992,2025-01-04T10:09:51.458664960,0.84,1.0
309.0,850.1457,1007.00684,34.970367,174.85185,1381.225,12000.0,2025-01-04T10:10:20.648337024,2025-01-04T10:19:51.453309056,0.87,1.0
367.0,667.7894,667.7894,29.890995,149.45499,2799.3237,4000.0,2025-01-04T10:20:20.650050944,2025-01-04T10:29:51.452775040,0.81,1.0
419.0,557.8871,557.8871,31.026697,155.13348,5612.5103,5585.48,2025-01-04T10:30:20.649971968,2025-01-04T10:39:51.453822080,0.78,1.0
229.0,815.8569,993.6507,62.330654,311.65326,2303.0542,12000.0,2025-01-04T10:40:20.651708032,2025-01-04T10:49:51.455778048,0.84,1.0
113.0,918.32294,1015.71094,46.618206,419.56384,1921.6787,8000.0,2025-01-04T10:50:20.651651968,2025-01-04T10:59:51.452190080,0.87,1.0
236.0,706.4302,894.6068,138.84682,416.54044,143152.73,289300.75,2025-01-04T11:00:20.651611008,2025-01-04T11:09:51.453860096,0.78,1.0
186.0,420.41907,420.41907,136.494,409.48203,63855.508,63882.36,2025-01-04T11:10:20.653387008,2025-01-04T11:19:51.454849024,0.86,1.0
58.0,544.13776,773.5747,139.78706,978.5095,108611.19,654472.2,2025-01-04T11:20:20.653373952,2025-01-04T11:29:51.454247040,0.81,1.0
60.0,567.3946,656.8522,345.28622,1381.1449,163225.55,490571.03,2025-01-04T11:30:20.653374976,2025-01-04T11:39:51.454931072,0.76,1.0
40.0,505.1419,642.03827,159.10527,1113.7368,111445.44,669680.94,2025-01-04T11:40:20.655192960,2025-01-04T11:49:51.454537088,0.81,1.0
13.0,514.91425,592.68176,277.39066,1109.5626,192380.95,577101.7,2025-01-04T11:50:20.655223040,2025-01-04T11:59:51.457540096,0.71,1.0
21.0,575.4356,575.4356,293.74963,881.2489,317296.0,317315.25,2025-01-04T12:00:20.655268992,2025-01-04T12:09:51.458703104,0.75,1.0
39.0,607.4467,673.10394,70.946594,567.57275,42553.633,172169.78,2025-01-04T12:10:20.657132928,2025-01-04T12:19:51.458515968,0.76,1.0
29.0,600.7826,657.03455,70.80906,424.8544,36035.91,144118.98,2025-01-04T12:20:20.657212032,2025-01-04T12:29:51.465180032,0.7,1.0
18.0,616.62317,960.2549,78.795334,787.9533,36182.633,291469.9,2025-01-04T12:30:20.657307008,2025-01-04T12:39:51.461881984,0.68,1.0
25.0,662.20593,806.48505,179.42097,897.1048,98499.24,394015.0,2025-01-04T12:40:20.659220992,2025-01-04T12:49:51.469179008,0.8,1.0
20.0,510.7917,672.26575,114.72224,1032.5001,69173.12,484179.75,2025-01-04T12:50:20.659347072,2025-01-04T12:59:51.459499008,0.71,1.0
11.0,514.6612,646.2925,43.921146,263.5269,74977.26,299947.56,2025-01-04T13:00:20.661290112,2025-01-04T13:09:51.464422016,0.8,1.0
14.0,535.91547,628.6017,45.351624,317.46136,63047.56,378196.53,2025-01-04T13:10:20.661443968,2025-01-04T13:19:51.465659008,0.77,1.0
19.0,494.93964,607.4549,41.198578,288.39005,93205.43,465946.75,2025-01-04T13:20:20.661609984,2025-01-04T13:29:51.464779008,0.85,1.0
23.0,571.5375,822.0623,47.716602,620.31586,73674.13,736818.44,2025-01-04T13:30:20.663591936,2025-01-04T13:39:51.465108992,0.75,1.0
18.0,640.5722,1485.7898,50.56899,606.8279,80407.516,729708.5,2025-01-04T13:40:20.663780992,2025-01-04T13:49:51.470790016,0.71,1.0
21.0,572.11816,842.5265,50.008823,600.1059,64343.3,583661.4,2025-01-04T13:50:20.663982080,2025-01-04T13:59:51.469027072,0.68,1.0
36.0,636.05695,1247.5348,53.705338,966.69604,74166.305,1.0434492e+06,2025-01-04T14:00:20.665995904,2025-01-04T14:09:51.469110016,0.69,1.0
53.0,637.5997,1028.3091,46.08778,1013.93115,35922.566,617795.7,2025-01-04T14:10:20.666214912,2025-01-04T14:19:51.469832960,0.77,1.0
61.0,674.0599,1355.5004,61.755093,1482.1222,96079.06,2.0363355e+06,2025-01-04T14:20:20.666441984,2025-01-04T14:29:51.471337984,0.76,1.0
81.0,607.3385,930.01575,63.280186,2024.9658,73002.85,2.0534202e+06,2025-01-04T14:30:20.668478976,2025-01-04T14:39:51.469954048,0.79,1.0
84.0,657.52435,1557.145,61.20232,2019.6764,55381.74,1.4495848e+06,2025-01-04T14:40:20.668717952,2025-01-04T14:49:51.469204992,0.8,1.0
73.0,551.9563,724.6048,64.3534,1608.835,64773.984,1.296795e+06,2025-01-04T14:50:20.668962048,2025-01-04T14:59:51.467373056,0.78,1.0
95.0,600.91675,964.4062,58.954323,2063.4014,60688.0,1.8911394e+06,2025-01-04T15:00:20.671012992,2025-01-04T15:09:51.472462080,0.78,1.0
109.0,601.7929,1008.9289,69.11571,2695.5125,72215.47,2.4645822e+06,2025-01-04T15:10:20.671262976,2025-01-04T15:19:51.477228032,0.8,1.0
111.0,562.9001,1000.4087,65.986626,2837.4248,58450.867,2.166316e+06,2025-01-04T15:20:20.671513984,2025-01-04T15:29:51.475769088,0.76,1.0
119.0,623.22815,1419.8907,63.50628,2603.7576,53592.5,2.101689e+06,2025-01-04T15:30:20.673567104,2025-01-04T15:39:51.478832000,0.83,1.0
87.0,564.2957,996.9243,65.34626,2940.582,67839.445,2.6543502e+06,2025-01-04T15:40:20.673808000,2025-01-04T15:49:51.477064064,0.73,1.0
66.0,661.91095,1530.9657,78.04726,2809.7014,60757.496,1.9618516e+06,2025-01-04T15:50:20.675814016,2025-01-04T15:59:51.475283072,0.71,1.0
